iteration,distance,file,num_reads,round
real_sabin_9,0.01,mapped.medaka.paf,400,medaka_scratch
real_sabin_9,0.02,mapped.paf,387,0
real_sabin_9,0.02,mapped.racon1.paf,398,1
real_sabin_9,0.02,mapped.racon2.paf,397,2
real_sabin_9,0.02,mapped.racon3.paf,399,3
real_sabin_9,0.02,mapped.racon4.paf,397,4
real_sabin_9,0.02,mapped.medaka.paf,399,medaka
real_sabin_9,0.02,mapped.medaka.paf,400,medaka_scratch
real_sabin_9,0.03,mapped.paf,374,0
real_sabin_9,0.03,mapped.racon1.paf,396,1
real_sabin_9,0.03,mapped.racon2.paf,395,2
real_sabin_9,0.03,mapped.racon3.paf,395,3
real_sabin_9,0.03,mapped.racon4.paf,395,4
real_sabin_9,0.03,mapped.medaka.paf,399,medaka
real_sabin_9,0.03,mapped.medaka.paf,399,medaka_scratch
real_sabin_9,0.04,mapped.paf,370,0
real_sabin_9,0.04,mapped.racon1.paf,395,1
real_sabin_9,0.04,mapped.racon2.paf,396,2
real_sabin_9,0.04,mapped.racon3.paf,394,3
real_sabin_9,0.04,mapped.racon4.paf,396,4
real_sabin_9,0.04,mapped.medaka.paf,400,medaka
real_sabin_9,0.04,mapped.medaka.paf,400,medaka_scratch
real_sabin_9,0.05,mapped.paf,365,0
real_sabin_9,0.05,mapped.racon1.paf,396,1
real_sabin_9,0.05,mapped.racon2.paf,395,2
real_sabin_9,0.05,mapped.racon3.paf,396,3
real_sabin_9,0.05,mapped.racon4.paf,395,4
real_sabin_9,0.05,mapped.medaka.paf,400,medaka
real_sabin_9,0.05,mapped.medaka.paf,400,medaka_scratch
real_sabin_9,0.06,mapped.paf,352,0
real_sabin_9,0.06,mapped.racon1.paf,395,1
real_sabin_9,0.06,mapped.racon2.paf,394,2
real_sabin_9,0.06,mapped.racon3.paf,396,3
real_sabin_9,0.06,mapped.racon4.paf,394,4
real_sabin_9,0.06,mapped.medaka.paf,399,medaka
real_sabin_9,0.06,mapped.medaka.paf,399,medaka_scratch
real_sabin_9,0.07,mapped.paf,354,0
real_sabin_9,0.07,mapped.racon1.paf,396,1
real_sabin_9,0.07,mapped.racon2.paf,394,2
real_sabin_9,0.07,mapped.racon3.paf,394,3
real_sabin_9,0.07,mapped.racon4.paf,394,4
real_sabin_9,0.07,mapped.medaka.paf,397,medaka
real_sabin_9,0.07,mapped.medaka.paf,397,medaka_scratch
real_sabin_9,0.08,mapped.paf,355,0
real_sabin_9,0.08,mapped.racon1.paf,397,1
real_sabin_9,0.08,mapped.racon2.paf,394,2
real_sabin_9,0.08,mapped.racon3.paf,395,3
real_sabin_9,0.08,mapped.racon4.paf,395,4
real_sabin_9,0.08,mapped.medaka.paf,400,medaka
real_sabin_9,0.08,mapped.medaka.paf,400,medaka_scratch
real_sabin_9,0.09,mapped.paf,327,0
real_sabin_9,0.09,mapped.racon1.paf,395,1
real_sabin_9,0.09,mapped.racon2.paf,394,2
real_sabin_9,0.09,mapped.racon3.paf,394,3
real_sabin_9,0.09,mapped.racon4.paf,394,4
real_sabin_9,0.09,mapped.medaka.paf,399,medaka
real_sabin_9,0.09,mapped.medaka.paf,399,medaka_scratch
real_sabin_9,0.1,mapped.paf,309,0
real_sabin_9,0.1,mapped.racon1.paf,394,1
real_sabin_9,0.1,mapped.racon2.paf,395,2
real_sabin_9,0.1,mapped.racon3.paf,393,3
real_sabin_9,0.1,mapped.racon4.paf,392,4
real_sabin_9,0.1,mapped.medaka.paf,400,medaka
real_sabin_9,0.1,mapped.medaka.paf,400,medaka_scratch
real_sabin_9,0.11,mapped.paf,292,0
real_sabin_9,0.11,mapped.racon1.paf,394,1
real_sabin_9,0.11,mapped.racon2.paf,396,2
real_sabin_9,0.11,mapped.racon3.paf,395,3
real_sabin_9,0.11,mapped.racon4.paf,394,4
real_sabin_9,0.11,mapped.medaka.paf,399,medaka
real_sabin_9,0.11,mapped.medaka.paf,399,medaka_scratch
real_sabin_9,0.12,mapped.paf,254,0
real_sabin_9,0.12,mapped.racon1.paf,393,1
real_sabin_9,0.12,mapped.racon2.paf,397,2
real_sabin_9,0.12,mapped.racon3.paf,397,3
real_sabin_9,0.12,mapped.racon4.paf,396,4
real_sabin_9,0.12,mapped.medaka.paf,399,medaka
real_sabin_9,0.12,mapped.medaka.paf,400,medaka_scratch
real_sabin_9,0.13,mapped.paf,230,0
real_sabin_9,0.13,mapped.racon1.paf,384,1
real_sabin_9,0.13,mapped.racon2.paf,383,2
real_sabin_9,0.13,mapped.racon3.paf,383,3
real_sabin_9,0.13,mapped.racon4.paf,384,4
real_sabin_9,0.13,mapped.medaka.paf,399,medaka
real_sabin_9,0.13,mapped.medaka.paf,399,medaka_scratch
real_sabin_9,0.14,mapped.paf,245,0
real_sabin_9,0.14,mapped.racon1.paf,396,1
real_sabin_9,0.14,mapped.racon2.paf,395,2
real_sabin_9,0.14,mapped.racon3.paf,395,3
real_sabin_9,0.14,mapped.racon4.paf,395,4
real_sabin_9,0.14,mapped.medaka.paf,399,medaka
real_sabin_9,0.14,mapped.medaka.paf,399,medaka_scratch
real_sabin_9,0.15,mapped.paf,244,0
real_sabin_9,0.15,mapped.racon1.paf,392,1
real_sabin_9,0.15,mapped.racon2.paf,392,2
real_sabin_9,0.15,mapped.racon3.paf,392,3
real_sabin_9,0.15,mapped.racon4.paf,392,4
real_sabin_9,0.15,mapped.medaka.paf,398,medaka
real_sabin_9,0.15,mapped.medaka.paf,398,medaka_scratch
real_sabin_9,0.16,mapped.paf,85,0
real_sabin_9,0.16,mapped.racon1.paf,391,1
real_sabin_9,0.16,mapped.racon2.paf,397,2
real_sabin_9,0.16,mapped.racon3.paf,396,3
real_sabin_9,0.16,mapped.racon4.paf,395,4
real_sabin_9,0.16,mapped.medaka.paf,400,medaka
real_sabin_9,0.16,mapped.medaka.paf,398,medaka_scratch
real_sabin_9,0.17,mapped.paf,128,0
real_sabin_9,0.17,mapped.racon1.paf,398,1
real_sabin_9,0.17,mapped.racon2.paf,397,2
real_sabin_9,0.17,mapped.racon3.paf,395,3
real_sabin_9,0.17,mapped.racon4.paf,395,4
real_sabin_9,0.17,mapped.medaka.paf,399,medaka
real_sabin_9,0.17,mapped.medaka.paf,398,medaka_scratch
real_sabin_9,0.18,mapped.paf,183,0
real_sabin_9,0.18,mapped.racon1.paf,394,1
real_sabin_9,0.18,mapped.racon2.paf,395,2
real_sabin_9,0.18,mapped.racon3.paf,397,3
real_sabin_9,0.18,mapped.racon4.paf,396,4
real_sabin_9,0.18,mapped.medaka.paf,399,medaka
real_sabin_9,0.18,mapped.medaka.paf,400,medaka_scratch
real_sabin_9,0.19,mapped.paf,71,0
real_sabin_9,0.19,mapped.racon1.paf,367,1
real_sabin_9,0.19,mapped.racon2.paf,367,2
real_sabin_9,0.19,mapped.racon3.paf,367,3
real_sabin_9,0.19,mapped.racon4.paf,366,4
real_sabin_9,0.19,mapped.medaka.paf,395,medaka
real_sabin_9,0.19,mapped.medaka.paf,394,medaka_scratch
real_sabin_9,0.2,mapped.paf,0,0
real_sabin_9,0.2,mapped.racon1.paf,0,1
real_sabin_9,0.2,mapped.racon2.paf,0,2
real_sabin_9,0.2,mapped.racon3.paf,0,3
real_sabin_9,0.2,mapped.racon4.paf,0,4
real_sabin_9,0.2,mapped.medaka.paf,0,medaka
real_sabin_9,0.2,mapped.medaka.paf,0,medaka_scratch
real_sabin_9,0.21,mapped.paf,88,0
real_sabin_9,0.21,mapped.racon1.paf,383,1
real_sabin_9,0.21,mapped.racon2.paf,387,2
real_sabin_9,0.21,mapped.racon3.paf,386,3
real_sabin_9,0.21,mapped.racon4.paf,389,4
real_sabin_9,0.21,mapped.medaka.paf,396,medaka
real_sabin_9,0.21,mapped.medaka.paf,396,medaka_scratch
real_sabin_9,0.22,mapped.paf,24,0
real_sabin_9,0.22,mapped.racon1.paf,388,1
real_sabin_9,0.22,mapped.racon2.paf,389,2
real_sabin_9,0.22,mapped.racon3.paf,391,3
real_sabin_9,0.22,mapped.racon4.paf,391,4
real_sabin_9,0.22,mapped.medaka.paf,397,medaka
real_sabin_9,0.22,mapped.medaka.paf,394,medaka_scratch
real_sabin_9,0.23,mapped.paf,0,0
real_sabin_9,0.23,mapped.racon1.paf,0,1
real_sabin_9,0.23,mapped.racon2.paf,0,2
real_sabin_9,0.23,mapped.racon3.paf,0,3
real_sabin_9,0.23,mapped.racon4.paf,0,4
real_sabin_9,0.23,mapped.medaka.paf,0,medaka
real_sabin_9,0.23,mapped.medaka.paf,0,medaka_scratch
real_sabin_9,0.24,mapped.paf,39,0
real_sabin_9,0.24,mapped.racon1.paf,376,1
real_sabin_9,0.24,mapped.racon2.paf,380,2
real_sabin_9,0.24,mapped.racon3.paf,386,3
real_sabin_9,0.24,mapped.racon4.paf,390,4
real_sabin_9,0.24,mapped.medaka.paf,398,medaka
real_sabin_9,0.24,mapped.medaka.paf,393,medaka_scratch
real_sabin_9,0.25,mapped.paf,1,0
real_sabin_9,0.25,mapped.racon1.paf,0,1
real_sabin_9,0.25,mapped.racon2.paf,0,2
real_sabin_9,0.25,mapped.racon3.paf,0,3
real_sabin_9,0.25,mapped.racon4.paf,0,4
real_sabin_9,0.25,mapped.medaka.paf,0,medaka
real_sabin_9,0.25,mapped.medaka.paf,338,medaka_scratch
real_sabin_9,0.26,mapped.paf,0,0
real_sabin_9,0.26,mapped.racon1.paf,0,1
real_sabin_9,0.26,mapped.racon2.paf,0,2
real_sabin_9,0.26,mapped.racon3.paf,0,3
real_sabin_9,0.26,mapped.racon4.paf,0,4
real_sabin_9,0.26,mapped.medaka.paf,0,medaka
real_sabin_9,0.26,mapped.medaka.paf,0,medaka_scratch
real_sabin_9,0.27,mapped.paf,0,0
real_sabin_9,0.27,mapped.racon1.paf,0,1
real_sabin_9,0.27,mapped.racon2.paf,0,2
real_sabin_9,0.27,mapped.racon3.paf,0,3
real_sabin_9,0.27,mapped.racon4.paf,0,4
real_sabin_9,0.27,mapped.medaka.paf,0,medaka
real_sabin_9,0.27,mapped.medaka.paf,0,medaka_scratch
real_sabin_9,0.28,mapped.paf,0,0
real_sabin_9,0.28,mapped.racon1.paf,0,1
real_sabin_9,0.28,mapped.racon2.paf,0,2
real_sabin_9,0.28,mapped.racon3.paf,0,3
real_sabin_9,0.28,mapped.racon4.paf,0,4
real_sabin_9,0.28,mapped.medaka.paf,0,medaka
real_sabin_9,0.28,mapped.medaka.paf,0,medaka_scratch
real_sabin_9,0.29,mapped.paf,0,0
real_sabin_9,0.29,mapped.racon1.paf,0,1
real_sabin_9,0.29,mapped.racon2.paf,0,2
real_sabin_9,0.29,mapped.racon3.paf,0,3
real_sabin_9,0.29,mapped.racon4.paf,0,4
real_sabin_9,0.29,mapped.medaka.paf,0,medaka
real_sabin_9,0.29,mapped.medaka.paf,0,medaka_scratch
real_sabin_9,0.3,mapped.paf,0,0
real_sabin_9,0.3,mapped.racon1.paf,0,1
real_sabin_9,0.3,mapped.racon2.paf,0,2
real_sabin_9,0.3,mapped.racon3.paf,0,3
real_sabin_9,0.3,mapped.racon4.paf,0,4
real_sabin_9,0.3,mapped.medaka.paf,0,medaka
real_sabin_9,0.3,mapped.medaka.paf,0,medaka_scratch
real_sabin_9,0.31,mapped.paf,0,0
real_sabin_9,0.31,mapped.racon1.paf,0,1
real_sabin_9,0.31,mapped.racon2.paf,0,2
real_sabin_9,0.31,mapped.racon3.paf,0,3
real_sabin_9,0.31,mapped.racon4.paf,0,4
real_sabin_9,0.31,mapped.medaka.paf,0,medaka
real_sabin_9,0.31,mapped.medaka.paf,0,medaka_scratch
real_sabin_9,0.32,mapped.paf,0,0
real_sabin_9,0.32,mapped.racon1.paf,0,1
real_sabin_9,0.32,mapped.racon2.paf,0,2
real_sabin_9,0.32,mapped.racon3.paf,0,3
real_sabin_9,0.32,mapped.racon4.paf,0,4
real_sabin_9,0.32,mapped.medaka.paf,0,medaka
real_sabin_9,0.32,mapped.medaka.paf,0,medaka_scratch
real_sabin_9,0.33,mapped.paf,0,0
real_sabin_9,0.33,mapped.racon1.paf,0,1
real_sabin_9,0.33,mapped.racon2.paf,0,2
real_sabin_9,0.33,mapped.racon3.paf,0,3
real_sabin_9,0.33,mapped.racon4.paf,0,4
real_sabin_9,0.33,mapped.medaka.paf,0,medaka
real_sabin_9,0.33,mapped.medaka.paf,0,medaka_scratch
real_sabin_9,0.34,mapped.paf,0,0
real_sabin_9,0.34,mapped.racon1.paf,0,1
real_sabin_9,0.34,mapped.racon2.paf,0,2
real_sabin_9,0.34,mapped.racon3.paf,0,3
real_sabin_9,0.34,mapped.racon4.paf,0,4
real_sabin_9,0.34,mapped.medaka.paf,0,medaka
real_sabin_9,0.34,mapped.medaka.paf,0,medaka_scratch
real_sabin_9,0.35,mapped.paf,0,0
real_sabin_9,0.35,mapped.racon1.paf,0,1
real_sabin_9,0.35,mapped.racon2.paf,0,2
real_sabin_9,0.35,mapped.racon3.paf,0,3
real_sabin_9,0.35,mapped.racon4.paf,0,4
real_sabin_9,0.35,mapped.medaka.paf,0,medaka
real_sabin_9,0.35,mapped.medaka.paf,0,medaka_scratch
real_sabin_10,0.001,mapped.paf,400,0
real_sabin_10,0.001,mapped.racon1.paf,399,1
real_sabin_10,0.001,mapped.racon2.paf,397,2
real_sabin_10,0.001,mapped.racon3.paf,399,3
real_sabin_10,0.001,mapped.racon4.paf,397,4
real_sabin_10,0.001,mapped.medaka.paf,399,medaka
real_sabin_10,0.001,mapped.medaka.paf,400,medaka_scratch
real_sabin_10,0.002,mapped.paf,400,0
real_sabin_10,0.002,mapped.racon1.paf,399,1
real_sabin_10,0.002,mapped.racon2.paf,397,2
real_sabin_10,0.002,mapped.racon3.paf,397,3
real_sabin_10,0.002,mapped.racon4.paf,397,4
real_sabin_10,0.002,mapped.medaka.paf,399,medaka
real_sabin_10,0.002,mapped.medaka.paf,400,medaka_scratch
real_sabin_10,0.003,mapped.paf,398,0
real_sabin_10,0.003,mapped.racon1.paf,399,1
real_sabin_10,0.003,mapped.racon2.paf,397,2
real_sabin_10,0.003,mapped.racon3.paf,399,3
real_sabin_10,0.003,mapped.racon4.paf,397,4
real_sabin_10,0.003,mapped.medaka.paf,399,medaka
real_sabin_10,0.003,mapped.medaka.paf,400,medaka_scratch
real_sabin_10,0.004,mapped.paf,399,0
real_sabin_10,0.004,mapped.racon1.paf,399,1
real_sabin_10,0.004,mapped.racon2.paf,397,2
real_sabin_10,0.004,mapped.racon3.paf,397,3
real_sabin_10,0.004,mapped.racon4.paf,397,4
real_sabin_10,0.004,mapped.medaka.paf,399,medaka
real_sabin_10,0.004,mapped.medaka.paf,400,medaka_scratch
real_sabin_10,0.005,mapped.paf,396,0
real_sabin_10,0.005,mapped.racon1.paf,399,1
real_sabin_10,0.005,mapped.racon2.paf,397,2
real_sabin_10,0.005,mapped.racon3.paf,399,3
real_sabin_10,0.005,mapped.racon4.paf,397,4
real_sabin_10,0.005,mapped.medaka.paf,399,medaka
real_sabin_10,0.005,mapped.medaka.paf,400,medaka_scratch
real_sabin_10,0.006,mapped.paf,399,0
real_sabin_10,0.006,mapped.racon1.paf,399,1
real_sabin_10,0.006,mapped.racon2.paf,397,2
real_sabin_10,0.006,mapped.racon3.paf,399,3
real_sabin_10,0.006,mapped.racon4.paf,397,4
real_sabin_10,0.006,mapped.medaka.paf,399,medaka
real_sabin_10,0.006,mapped.medaka.paf,400,medaka_scratch
real_sabin_10,0.007,mapped.paf,394,0
real_sabin_10,0.007,mapped.racon1.paf,398,1
real_sabin_10,0.007,mapped.racon2.paf,398,2
real_sabin_10,0.007,mapped.racon3.paf,398,3
real_sabin_10,0.007,mapped.racon4.paf,397,4
real_sabin_10,0.007,mapped.medaka.paf,399,medaka
real_sabin_10,0.007,mapped.medaka.paf,400,medaka_scratch
real_sabin_10,0.008,mapped.paf,394,0
real_sabin_10,0.008,mapped.racon1.paf,398,1
real_sabin_10,0.008,mapped.racon2.paf,397,2
real_sabin_10,0.008,mapped.racon3.paf,397,3
real_sabin_10,0.008,mapped.racon4.paf,397,4
real_sabin_10,0.008,mapped.medaka.paf,399,medaka
real_sabin_10,0.008,mapped.medaka.paf,400,medaka_scratch
real_sabin_10,0.009,mapped.paf,393,0
real_sabin_10,0.009,mapped.racon1.paf,397,1
real_sabin_10,0.009,mapped.racon2.paf,397,2
real_sabin_10,0.009,mapped.racon3.paf,399,3
real_sabin_10,0.009,mapped.racon4.paf,397,4
real_sabin_10,0.009,mapped.medaka.paf,399,medaka
real_sabin_10,0.009,mapped.medaka.paf,400,medaka_scratch
real_sabin_10,0.01,mapped.paf,395,0
real_sabin_10,0.01,mapped.racon1.paf,398,1
real_sabin_10,0.01,mapped.racon2.paf,397,2
real_sabin_10,0.01,mapped.racon3.paf,399,3
real_sabin_10,0.01,mapped.racon4.paf,397,4
real_sabin_10,0.01,mapped.medaka.paf,399,medaka
real_sabin_10,0.01,mapped.medaka.paf,400,medaka_scratch
real_sabin_10,0.02,mapped.paf,392,0
real_sabin_10,0.02,mapped.racon1.paf,398,1
real_sabin_10,0.02,mapped.racon2.paf,397,2
real_sabin_10,0.02,mapped.racon3.paf,397,3
real_sabin_10,0.02,mapped.racon4.paf,397,4
real_sabin_10,0.02,mapped.medaka.paf,399,medaka
real_sabin_10,0.02,mapped.medaka.paf,400,medaka_scratch
real_sabin_10,0.03,mapped.paf,383,0
real_sabin_10,0.03,mapped.racon1.paf,398,1
real_sabin_10,0.03,mapped.racon2.paf,397,2
real_sabin_10,0.03,mapped.racon3.paf,398,3
real_sabin_10,0.03,mapped.racon4.paf,396,4
real_sabin_10,0.03,mapped.medaka.paf,399,medaka
real_sabin_10,0.03,mapped.medaka.paf,399,medaka_scratch
real_sabin_10,0.04,mapped.paf,373,0
real_sabin_10,0.04,mapped.racon1.paf,393,1
real_sabin_10,0.04,mapped.racon2.paf,392,2
real_sabin_10,0.04,mapped.racon3.paf,393,3
real_sabin_10,0.04,mapped.racon4.paf,392,4
real_sabin_10,0.04,mapped.medaka.paf,399,medaka
real_sabin_10,0.04,mapped.medaka.paf,400,medaka_scratch
real_sabin_10,0.05,mapped.paf,359,0
real_sabin_10,0.05,mapped.racon1.paf,398,1
real_sabin_10,0.05,mapped.racon2.paf,395,2
real_sabin_10,0.05,mapped.racon3.paf,398,3
real_sabin_10,0.05,mapped.racon4.paf,397,4
real_sabin_10,0.05,mapped.medaka.paf,401,medaka
real_sabin_10,0.05,mapped.medaka.paf,400,medaka_scratch
real_sabin_10,0.06,mapped.paf,363,0
real_sabin_10,0.06,mapped.racon1.paf,395,1
real_sabin_10,0.06,mapped.racon2.paf,395,2
real_sabin_10,0.06,mapped.racon3.paf,397,3
real_sabin_10,0.06,mapped.racon4.paf,395,4
real_sabin_10,0.06,mapped.medaka.paf,399,medaka
real_sabin_10,0.06,mapped.medaka.paf,399,medaka_scratch
real_sabin_10,0.07,mapped.paf,355,0
real_sabin_10,0.07,mapped.racon1.paf,394,1
real_sabin_10,0.07,mapped.racon2.paf,393,2
real_sabin_10,0.07,mapped.racon3.paf,395,3
real_sabin_10,0.07,mapped.racon4.paf,393,4
real_sabin_10,0.07,mapped.medaka.paf,398,medaka
real_sabin_10,0.07,mapped.medaka.paf,399,medaka_scratch
real_sabin_10,0.08,mapped.paf,342,0
real_sabin_10,0.08,mapped.racon1.paf,381,1
real_sabin_10,0.08,mapped.racon2.paf,383,2
real_sabin_10,0.08,mapped.racon3.paf,384,3
real_sabin_10,0.08,mapped.racon4.paf,384,4
real_sabin_10,0.08,mapped.medaka.paf,400,medaka
real_sabin_10,0.08,mapped.medaka.paf,400,medaka_scratch
real_sabin_10,0.09,mapped.paf,330,0
real_sabin_10,0.09,mapped.racon1.paf,395,1
real_sabin_10,0.09,mapped.racon2.paf,393,2
real_sabin_10,0.09,mapped.racon3.paf,392,3
real_sabin_10,0.09,mapped.racon4.paf,393,4
real_sabin_10,0.09,mapped.medaka.paf,399,medaka
real_sabin_10,0.09,mapped.medaka.paf,398,medaka_scratch
real_sabin_10,0.1,mapped.paf,312,0
real_sabin_10,0.1,mapped.racon1.paf,397,1
real_sabin_10,0.1,mapped.racon2.paf,397,2
real_sabin_10,0.1,mapped.racon3.paf,399,3
real_sabin_10,0.1,mapped.racon4.paf,396,4
real_sabin_10,0.1,mapped.medaka.paf,399,medaka
real_sabin_10,0.1,mapped.medaka.paf,400,medaka_scratch
real_sabin_10,0.11,mapped.paf,307,0
real_sabin_10,0.11,mapped.racon1.paf,395,1
real_sabin_10,0.11,mapped.racon2.paf,394,2
real_sabin_10,0.11,mapped.racon3.paf,394,3
real_sabin_10,0.11,mapped.racon4.paf,394,4
real_sabin_10,0.11,mapped.medaka.paf,399,medaka
real_sabin_10,0.11,mapped.medaka.paf,400,medaka_scratch
real_sabin_10,0.12,mapped.paf,254,0
real_sabin_10,0.12,mapped.racon1.paf,394,1
real_sabin_10,0.12,mapped.racon2.paf,395,2
real_sabin_10,0.12,mapped.racon3.paf,394,3
real_sabin_10,0.12,mapped.racon4.paf,394,4
real_sabin_10,0.12,mapped.medaka.paf,400,medaka
real_sabin_10,0.12,mapped.medaka.paf,399,medaka_scratch
real_sabin_10,0.13,mapped.paf,254,0
real_sabin_10,0.13,mapped.racon1.paf,388,1
real_sabin_10,0.13,mapped.racon2.paf,390,2
real_sabin_10,0.13,mapped.racon3.paf,392,3
real_sabin_10,0.13,mapped.racon4.paf,393,4
real_sabin_10,0.13,mapped.medaka.paf,400,medaka
real_sabin_10,0.13,mapped.medaka.paf,401,medaka_scratch
real_sabin_10,0.14,mapped.paf,247,0
real_sabin_10,0.14,mapped.racon1.paf,396,1
real_sabin_10,0.14,mapped.racon2.paf,395,2
real_sabin_10,0.14,mapped.racon3.paf,394,3
real_sabin_10,0.14,mapped.racon4.paf,395,4
real_sabin_10,0.14,mapped.medaka.paf,399,medaka
real_sabin_10,0.14,mapped.medaka.paf,399,medaka_scratch
real_sabin_10,0.15,mapped.paf,222,0
real_sabin_10,0.15,mapped.racon1.paf,383,1
real_sabin_10,0.15,mapped.racon2.paf,383,2
real_sabin_10,0.15,mapped.racon3.paf,383,3
real_sabin_10,0.15,mapped.racon4.paf,383,4
real_sabin_10,0.15,mapped.medaka.paf,399,medaka
real_sabin_10,0.15,mapped.medaka.paf,394,medaka_scratch
real_sabin_10,0.16,mapped.paf,197,0
real_sabin_10,0.16,mapped.racon1.paf,385,1
real_sabin_10,0.16,mapped.racon2.paf,394,2
real_sabin_10,0.16,mapped.racon3.paf,393,3
real_sabin_10,0.16,mapped.racon4.paf,393,4
real_sabin_10,0.16,mapped.medaka.paf,399,medaka
real_sabin_10,0.16,mapped.medaka.paf,398,medaka_scratch
real_sabin_10,0.17,mapped.paf,183,0
real_sabin_10,0.17,mapped.racon1.paf,393,1
real_sabin_10,0.17,mapped.racon2.paf,393,2
real_sabin_10,0.17,mapped.racon3.paf,393,3
real_sabin_10,0.17,mapped.racon4.paf,393,4
real_sabin_10,0.17,mapped.medaka.paf,399,medaka
real_sabin_10,0.17,mapped.medaka.paf,400,medaka_scratch
real_sabin_10,0.18,mapped.paf,61,0
real_sabin_10,0.18,mapped.racon1.paf,395,1
real_sabin_10,0.18,mapped.racon2.paf,394,2
real_sabin_10,0.18,mapped.racon3.paf,395,3
real_sabin_10,0.18,mapped.racon4.paf,396,4
real_sabin_10,0.18,mapped.medaka.paf,400,medaka
real_sabin_10,0.18,mapped.medaka.paf,399,medaka_scratch
real_sabin_10,0.19,mapped.paf,156,0
real_sabin_10,0.19,mapped.racon1.paf,391,1
real_sabin_10,0.19,mapped.racon2.paf,394,2
real_sabin_10,0.19,mapped.racon3.paf,398,3
real_sabin_10,0.19,mapped.racon4.paf,397,4
real_sabin_10,0.19,mapped.medaka.paf,400,medaka
real_sabin_10,0.19,mapped.medaka.paf,398,medaka_scratch
real_sabin_10,0.2,mapped.paf,3,0
real_sabin_10,0.2,mapped.racon1.paf,65,1
real_sabin_10,0.2,mapped.racon2.paf,250,2
real_sabin_10,0.2,mapped.racon3.paf,339,3
real_sabin_10,0.2,mapped.racon4.paf,371,4
real_sabin_10,0.2,mapped.medaka.paf,398,medaka
real_sabin_10,0.2,mapped.medaka.paf,379,medaka_scratch
real_sabin_10,0.21,mapped.paf,21,0
real_sabin_10,0.21,mapped.racon1.paf,381,1
real_sabin_10,0.21,mapped.racon2.paf,381,2
real_sabin_10,0.21,mapped.racon3.paf,381,3
real_sabin_10,0.21,mapped.racon4.paf,381,4
real_sabin_10,0.21,mapped.medaka.paf,398,medaka
real_sabin_10,0.21,mapped.medaka.paf,396,medaka_scratch
real_sabin_10,0.22,mapped.paf,55,0
real_sabin_10,0.22,mapped.racon1.paf,381,1
real_sabin_10,0.22,mapped.racon2.paf,377,2
real_sabin_10,0.22,mapped.racon3.paf,377,3
real_sabin_10,0.22,mapped.racon4.paf,377,4
real_sabin_10,0.22,mapped.medaka.paf,399,medaka
real_sabin_10,0.22,mapped.medaka.paf,397,medaka_scratch
real_sabin_10,0.23,mapped.paf,1,0
real_sabin_10,0.23,mapped.racon1.paf,0,1
real_sabin_10,0.23,mapped.racon2.paf,0,2
real_sabin_10,0.23,mapped.racon3.paf,0,3
real_sabin_10,0.23,mapped.racon4.paf,0,4
real_sabin_10,0.23,mapped.medaka.paf,0,medaka
real_sabin_10,0.23,mapped.medaka.paf,371,medaka_scratch
real_sabin_10,0.24,mapped.paf,6,0
real_sabin_10,0.24,mapped.racon1.paf,378,1
real_sabin_10,0.24,mapped.racon2.paf,382,2
real_sabin_10,0.24,mapped.racon3.paf,382,3
real_sabin_10,0.24,mapped.racon4.paf,382,4
real_sabin_10,0.24,mapped.medaka.paf,398,medaka
real_sabin_10,0.24,mapped.medaka.paf,388,medaka_scratch
real_sabin_10,0.25,mapped.paf,0,0
real_sabin_10,0.25,mapped.racon1.paf,0,1
real_sabin_10,0.25,mapped.racon2.paf,0,2
real_sabin_10,0.25,mapped.racon3.paf,0,3
real_sabin_10,0.25,mapped.racon4.paf,0,4
real_sabin_10,0.25,mapped.medaka.paf,0,medaka
real_sabin_10,0.25,mapped.medaka.paf,0,medaka_scratch
real_sabin_10,0.26,mapped.paf,38,0
real_sabin_10,0.26,mapped.racon1.paf,307,1
real_sabin_10,0.26,mapped.racon2.paf,319,2
real_sabin_10,0.26,mapped.racon3.paf,320,3
real_sabin_10,0.26,mapped.racon4.paf,320,4
real_sabin_10,0.26,mapped.medaka.paf,391,medaka
real_sabin_10,0.26,mapped.medaka.paf,391,medaka_scratch
real_sabin_10,0.27,mapped.paf,0,0
real_sabin_10,0.27,mapped.racon1.paf,0,1
real_sabin_10,0.27,mapped.racon2.paf,0,2
real_sabin_10,0.27,mapped.racon3.paf,0,3
real_sabin_10,0.27,mapped.racon4.paf,0,4
real_sabin_10,0.27,mapped.medaka.paf,0,medaka
real_sabin_10,0.27,mapped.medaka.paf,0,medaka_scratch
real_sabin_10,0.28,mapped.paf,0,0
real_sabin_10,0.28,mapped.racon1.paf,0,1
real_sabin_10,0.28,mapped.racon2.paf,0,2
real_sabin_10,0.28,mapped.racon3.paf,0,3
real_sabin_10,0.28,mapped.racon4.paf,0,4
real_sabin_10,0.28,mapped.medaka.paf,0,medaka
real_sabin_10,0.28,mapped.medaka.paf,0,medaka_scratch
real_sabin_10,0.29,mapped.paf,0,0
real_sabin_10,0.29,mapped.racon1.paf,0,1
real_sabin_10,0.29,mapped.racon2.paf,0,2
real_sabin_10,0.29,mapped.racon3.paf,0,3
real_sabin_10,0.29,mapped.racon4.paf,0,4
real_sabin_10,0.29,mapped.medaka.paf,0,medaka
real_sabin_10,0.29,mapped.medaka.paf,0,medaka_scratch
real_sabin_10,0.3,mapped.paf,0,0
real_sabin_10,0.3,mapped.racon1.paf,0,1
